station,latitude,longitude
Miedwiecko,53.3646785,14.9248989
Grzędzice Stargardzkie,53.3581937,14.9732273
Witkowo Pyrzyckie,53.2863394,15.0752313
Strzebielewo Pyrzyckie,53.2611915,15.1093605
Kolin,53.2457182,15.1232835
Morzyca,53.2191221,15.1545231
Dolice,53.1988317,15.2102961
Ziemomyśl,53.1668713,15.3033693
Stary Klukom,53.1320303,15.4549265
Słonice,53.0907283,15.5184841
Rębusz,53.0531047,15.5919467
Bierzwnik,53.0244383,15.6577018
Mierzęcin Strzelecki,52.9493839,15.832722
Podlesiec,52.9362891,15.877874
Drawiny,52.8971315,15.9493576
Drawski Młyn,52.8599861,16.0940099095119
Miały,52.8092598,16.1759279
Mokrz,52.7410152,16.2783425
Pęckowo,52.6638468,16.4894548
Baborówko,52.5826869,16.6270989
Pamiątkowo,52.5536795,16.685036
Rokietnica,52.5103217,16.7421238
Kiekrz,52.47582275,16.7897222510128
Poznań Wola,52.4341533,16.8494550506164
Stronie,49.9475868,19.9546405
Stryszów,49.8255815,19.62187
Zembrzyce,49.7749692,19.5914722
Juszczyn,49.7068364,19.6919498
Kojszówka,49.6901551,19.7229804
Osielec,49.6749774,19.755781
Bystra Podhalańska,49.6589124,19.7869805
Jordanów,49.6376556,19.8328607
Skawa,49.6308442,19.8795231
Skawa Środkowa,49.6125553,19.9004584
Rabka-Zdrój,49.6093501,19.9518717
Rokiciny Podhalańskie,49.5786558,19.90588
Raba Wyżna,49.5657148,19.8818289
Sieniawa,49.5389829,19.9225368
Pyzówka,49.5210151,19.960482
Lasek,50.9221134,21.8447502
Szaflary,49.4403437,20.0171168
Szaflary Wieś,49.4233997,20.0190341
Biały Dunajec,49.3762155,20.0071846
Sucha Beskidzka,49.7406266,19.5807161
Janków Przygodzki,51.608891,17.8097258
Przygodzice,51.5699571,17.8299969
Antonin,51.6169523,17.2357721
Niedźwiedź Wielkopolski,51.485947,17.8837268
Domanin,51.3443616,17.995327
Rytel Wieś,53.7605284,17.7731967
Łąg,53.8308739,18.0625766
Czarna Woda,50.9151413,16.7209515
Kaliska,53.75108,17.80377
Zblewo,53.942522,18.3049143
Pinczyn,53.962373,18.3487417
Piesienice,53.9650096,18.3956491
Starogard Gdański,53.977148,18.5257736
Swarożyn,54.0380451,18.6561771
Piotrków Kujawski,52.5377739,18.5194706
Kłodawa,52.2574519,18.911206
Lublin AIRPORT,51.2346476,22.7155146
Bojanowo,51.700011,16.7449933
Kaczkowo,51.7434925,16.6796875
Rydzyna,51.7705467,16.647247
Lipno Nowe,51.9199406,16.5707496
Górka Duchowna,51.9542157,16.5769051
Stare Bojanowo,51.9967177,16.5851257
Przysieka Stara,52.036247,16.6043406
Oborzyska Stare,52.111136,16.7026094
Czempiń,52.1393919,16.7530804
Iłowiec,50.9763192,18.2232003
Drużyna Poznańska,52.2100916,16.8236827
Mosina,52.2395809,16.8509514
Puszczykowo,52.2959107,16.8712853
Gorzów Wielkopolski Wschodni,52.7318467,15.2492525
Strzelce Krajeńskie Wschód,52.8366823,15.5843095
Nowe Drezdenko,52.8537959,15.8339506
Trzcianka,53.0417582,16.4610993
Lasów,51.2251921,15.0350975
Zgorzelec Miasto,51.1548002,15.0201231
Zgorzelec,51.1401724,15.0030407
Goerlitz,49.6634514,21.1625883
Halinów,52.2257824,21.353011
Cegłów,52.148409,21.735989
Kotuń,52.176237,22.0676778
Siedlce Zachodnie,52.1735208,22.235487
Rutkowice,52.3614625,19.1590995
Ostrowy,53.7825055,17.7801926
Drogomyśl,49.886916,18.758581
Pruchna,49.8787706,18.6883636
Kończyce,50.1358534,20.0370633
Kaczyce,49.8320901,18.6102284
Pogwizdów,51.7993887,18.5440394
Cieszyn Marklowice,49.7846361,18.6039924
Cieszyn,49.7512979,18.6362398
Krynka Łukowska,52.0066666,22.3757764
Radomyśl,52.0311909,22.3810282
Dziewule,52.0550305,22.38614
Borki-Kosy,52.0890113,22.3583652
Kosiorki,52.1071086,22.3360033
Białki Siedleckie,52.1286792,22.3093689
Siedlce Wschodnie,52.1443602,22.2978312
Janówek,53.68418,23.04947
Pomiechówek,52.4733144,20.7433537
Brody Warszawskie,52.51374,20.748048
Studzianki Nowe,52.538246,20.7514773
Gdakowo,53.8166083,19.1701731
Dąbrówka Malborska,53.9777617,19.0870244
Gronajny,53.9921143,19.0527101
Forst Lausitz,inf,inf
Kunowice,52.3418192,14.6390664
Słubice,52.3358395,14.5947386
Lipka Krajeńska,53.4973139,17.2573362
Złotów,53.3588889,17.0529701
Krajenka,53.2890825,16.9915365
Górki Noteckie,52.7932889,15.4884964
Sarbiewo,52.8189618,15.5451274
Stare Kurowo,52.8544195,15.6776753
Stare Bielice,52.8534477,15.9217831
Rurka,53.4944337,14.7961572
Głuchołazy Miasto,50.3168044,17.3898751
Głuchołazy,50.3301598,17.3944233
Nowy Świętów,50.3776729,17.3695627
Borucice,50.9819348,17.55677
Rogalice,50.9634035,17.5979943
Mąkoszyce,50.939555,17.6310588
Tarnowiec Brzeski,50.9138886,17.6522238
Karłowice,51.1340734,17.0367145
Popielów,50.8295577,17.7624114
Chróścice,50.7927523,17.8168074
Dobrzeń Wielki,50.7720221,17.8594832
Borki Opolskie,50.7425203,17.8821606
Czarnowąsy,50.7164289,17.9031749
Opole Wschodnie,50.6743766,17.9345119
Charsznica,50.3961754,19.9406053
Gajówka,53.4501654,19.7408083698485
Jeżówka,50.3662488,22.1678703
Wolbrom,50.3759508,19.7723377
Zarzecze,51.2034403,23.4767525
Chrząstowice Olkuskie,50.343165,19.6850887
Jaroszowiec Olkuski,50.3422847,19.6218089
Olkusz,50.2742791,19.5714418
Bukowno,50.2639287,19.4588894
Bukowno Przymiarki,50.275379,19.4090502
Sławków,50.295652,19.3734054
Dąbrowa Górnicza Wschodnia,50.3033895,19.3108178
Dąbrowa Górnicza Strzemieszyce,50.3111471,19.2677376
Sosnowiec Kazimierz,50.2881604,19.2317124
Sosnowiec Porąbka,50.2720968,19.2162721
Sosnowiec Dańdówka,50.2654342,19.1731545
Sosnowiec Południowy,50.2697299,19.1253609
Czachówek Górny,51.9680872,21.0774851
Więcławice,52.8408943,18.3041624
Wierzchosławice,52.8682418,18.3583548
Gniewkowo,52.8882375,18.4038779
Suchatówka,52.9105502,18.4809446
Koło,52.2019866,18.6359912
Konin,52.2313798,18.2522836
Brodnica,53.263514,19.4056187
Najmowo,53.3067585,19.3217942
Konojady,53.3493985,19.2276595
Bursztynowo,53.4014,19.0700007
Linowo,53.4111962,19.0331456
Boguszewo,53.4220218,19.0007446
Mełno,53.4366524,18.9481492
Nicwałd,53.4598165,18.8796794
Grudziądz Przedmieście,53.4742372,18.7488745
Grudziądz Mniszek,53.433415,18.7254506
Wałdowo Szlacheckie,53.3878924,18.7227819
Gorzuchowo Chełmińskie,53.3507359,18.693451
Kornatowo,53.2965038,18.6471971
Firlus,53.2696586,18.6295832
Wrocławki,53.2404504,18.6098285
Chełmża,53.1852091,18.5978982
Głuchowo,53.2020799,18.5437121
Nawra,53.2032024,18.4848945
Grzybno,51.4588889,16.2236111
Unisław Pomorski,53.2061787,18.3826938
Gzin,53.192096,18.3319144
Dąbrowa Chełmińska,53.1752542,18.2819661
Ostromecko,53.1438519,18.2145142
Bydgoszcz Fordon,53.1464952,18.1578364
Bydgoszcz Akademia,53.1408643,18.1376313
Bydgoszcz Brdyujście,53.1334401,18.1109012
Psary,51.9283715,19.1065752
Stalowa Wola Rozwadów Towarowa,inf,inf
Jeleśnia,49.652422,19.3209664
Zasieki,51.7356531,14.6687869
Tuplice,51.671637,14.837212
Tuplice Dębinka,51.6661973,14.9100943
Lipinki Łużyckie,51.6490721,15.0089979
Sieniawa Żarska,51.6366015,15.0622663
Biłgoraj,50.5515661,22.7328489
Tereszpol Biłgorajski,50.5744066,22.8853448
Zwierzyniec,50.6120993,22.970394
Szczebrzeszyn,50.6705575,22.9727626
Werbkowice,50.7455326,23.7676522
Hrubieszów Miasto,50.7971297,23.9089671
Gdańsk Stadion Expo,54.3874945,18.6331429
Stary Węgliniec,51.3076212,15.1951737
Jagodzin,51.3558757,15.1702685
Ruszów,51.401063,15.1766348
Iłowa Żagańska,51.5020342,15.1886324
Konin Żagański,51.5460652,15.1914521
Jankowa Żagańska,51.5673263,15.1808642
Żary Kunice,51.5993421,15.1656871
Sierpc,52.8478622,19.653921
Podwierzbie,52.8647385,19.5791119
Koziołek,51.3155556,18.6719444
Czermno,52.8634782,19.4253674
Skępe,52.8721039,19.3418757
Karnkowo,52.8669407,19.2642796
Lipno,52.8473901,19.1792654
Konotopie,52.8698548,19.1028757
Ograszka,52.9058091,19.0261155
Czernikowo,52.9394669,18.9510378
Obrowo,52.9682531,18.8826924
Dobrzejewice,52.9991518,18.8217961
Lubicz,50.988464,19.9435751
Grębocin,53.0457514,18.690724
Gdynia Cisowa Postojowa,54.5531746,18.4278648
Wisła Obłaziec,49.6774733,18.8483545
Wisła Uzdrowisko,49.658645,18.8544783
Wisła Dziechcinka,49.6474214,18.865627
Wisła Kopydło,49.6350047,18.8696177
Wisła Głębce,49.6216894,18.8760729
Lachowice Centrum,49.7120591,19.4727811
Hucisko,50.4018346,19.5881021
Horka,inf,inf
Przemyśl Bakończyce,49.7780516,22.7952727
Warszawa Grochów,52.2467066,21.0846367
Strzyżyna,51.6941769,21.1726869
Ostrówek Węgrowski,52.5599218,21.7515533
Topór,52.5845746,21.811978
Sadowne Węgrowskie,52.6076266,21.8629815
Prostyń,52.6592661,21.9610673
Warszawa Ochota,52.2257629,20.990552
Warszawa Śródmieście,52.2293788,21.0075878
Warszawa Powiśle,52.2337064,21.0281295
Warszawa Stadion,52.244745,21.0439777
Warszawa Rembertów,52.2571084,21.158478
Warszawa Wesoła,52.2540879,21.2242009
Warszawa Wola Grzybowska,52.2528154,21.250949
Sulejówek,52.2477432,21.2771058
Sulejówek Miłosna,52.2406751,21.2986498
Cisie,52.7616667,21.6111111
Dębe Wielkie,52.1992136,21.4227855
Nowe Dębe Wielkie,52.1933721,21.4402024
Wrzosów,51.9375004,21.7204805
Mińsk Mazowiecki Anielina,52.1677637,21.5856954
Barcząca,52.1568311,21.6262166
Mienia,52.1509728,21.667472
Grodziszcze Mazowieckie,52.1608742,21.872457
Sosnowe,52.175894,21.9406414
Koszewnica,52.1691158,21.9868298
Sabinka,52.1731502,22.1726362
Warszawa Olszynka Grochowska,52.2497745,21.1068857
Warszawa Gocławek,52.2371411,21.1354095
Warszawa Wawer,52.22348,21.1494647
Warszawa Anin,52.212993,21.1599414
Warszawa Międzylesie,52.2039216,21.168978
Warszawa Radość,52.1857228,21.1871497
Warszawa Miedzeszyn,52.1726622,21.2002174
Warszawa Falenica,52.1620483,21.2106772
Michalin,50.8666667,21.8888889
Józefów,52.1361065,21.234551
Świder,52.1210036,21.2516158
Otwock,52.10957,21.2631488
Śródborów,52.1010903,21.2961227
Pogorzel Warszawska,52.0970429,21.3357469
Stara Wieś,52.2270922,19.9832179
Celestynów,52.0588572,21.3919445
Kołbiel,52.0405396,21.4335182
Chrosna,52.0338726,21.4459118
Zabieżki,52.0093929,21.4779007
Augustówka,51.7452245,19.5485708
Pilawa,51.9595452,21.5271524
Sułkowice,51.926294,21.0925201
Krężel,51.8730623,21.1107991
Michalczew,51.8449274,21.1204268
Gośniewice,51.817822,21.137972
Grabów n/Pilicą,51.73253,21.25946
Kruszyna,51.5714928,22.2425319
Wola Bierwiecka,51.5437032,21.1774669
Bartodzieje,51.5248551,21.1781806
Lesiów,51.4776532,21.1945453
Warszawa Mokry Ług,52.2772783,21.1704615
Zielonka Bankowa,52.2914516,21.1540209
Zielonka,52.3114582,21.1568511
Kobyłka Ossów,52.3270648,21.1926707
Kobyłka,52.3387086,21.1965315
Wołomin,52.3461992,21.2373654
Wołomin Słoneczna,52.3546431,21.2564425
Zagościniec,52.3715409,21.2705897
Dobczyn,52.3788971,21.3131866
Klembów,52.3959996,21.3531087
Jasienica Mazowiecka,52.4156243,21.3986912
Borowiki,52.4821208,23.2154482
Nowy Nurzec,52.4725867,23.1768754
Nurzec,52.4600632,23.082982
Sycze,52.4292252,22.9984259
Siemiatycze,52.3907565,22.9447195
Fronołów,52.3608339,22.9291019
Sarnaki,52.3251147,22.8794989
Platerów,52.3011455,22.8211226
Patków,52.2708765,22.7455061
Niemojki,52.2585487,22.7009345
Cierpigórz,52.2260596,22.5947786
Mordy Miasto,52.2032576,22.5209943
Mordy,52.1959092,22.4969377
Krzymosze,52.17797,22.439213
Stok Lacki,52.1621067,22.3882599
Ostrołęka,53.0561608,21.6171129
Gierwaty,52.9926109,21.6039595
Goworowo,52.9211002,21.5819091
Pasieki,49.3319772,22.2156373
Prabuty Góry,52.8064085,21.5699499
Przetycz,52.7690624,21.5511326
Zygmuntowo Mazowieckie,52.7275437,21.5257061
Dalekie,52.6824772,21.4943369
Leszczydół,52.6463276,21.4694902
Wyszków,52.601731,21.4466076
Rybienko,52.582341,21.4582231
Lucynów,52.5532136,21.4593107
Mostówka,52.5190722,21.4420693
Grzegorzewo,52.485503,21.4287473
Jarzębia Łąka,52.4578005,21.4476564
Kraków Bonarka,50.0293189,19.9462275
Gdynia Postojowa,54.5531746,18.4278648
Kuriany,53.086723,23.2548918
Zajezierce,53.1013553,23.3581187
Warszawa Czyste Wcz1,inf,inf
Kraków Krzemionki,50.0999412,20.1771734
Okrąglica,50.8291814,20.4741963
Warszawa Gdańska,52.2590164,20.9919642
Warszawa Zoo,52.2635233,21.0178245
Jasło,49.7374629,21.4703978
Biecz,49.7328492,21.2638564
Gorlice Zagórzany,49.6941177,21.1954305
Gdańsk Południowy,54.41007855,18.5983609
Czech.Dziedz.Płd,inf,inf
Stryszawa,49.7332443,19.5249072
Lachowice,49.7234461,19.5035978
Kurów Suski,49.7079172,19.4337308
Pewel Wielka,49.6692577,19.3801414
Pewel Wielka Centrum,49.6606244,19.3524706
Pewel Mała,49.666895,19.279116
Żywiec Sporysz,49.6763068,19.222331
Kraków Prokocim Prb,inf,inf
Gryfów Śląski,51.0339789,15.4289759
Olszyna Lubańska,51.06969,15.3806451
Warszawa Grochów Grc,inf,inf
Kraków Olsza,50.078432,19.9627088
Kraków Przedmieście,50.0848216,19.9498431
Doboszowice,50.5073254,16.9426903
Paczków,50.4784247,17.0110551
Otmuchów Jezioro,50.4815878,17.1089827
Otmuchów,50.4741317,17.1525631
Wójcice,50.4684068,17.2208479
Goświnowice,50.4785204,17.2571721
Mezimesti,50.6626629,16.3358091
Mieroszów,50.6693093,16.1933497
Unisław Śląski,50.7110555,16.2242304
Ćmielów,50.8879059,21.5289389
Jakubowice,51.0801695,20.0924188
Dwikozy,50.732059,21.7910903
Bełżec,50.3768989,23.4495326
Bełżec Drugi,50.3807697,23.4036669
Maziły,50.4050595,23.3146337
Susiec,50.4160165,23.2271695
Nowiny,51.0124299,22.9690508
Długi Kąt,50.4824342,23.1020525
Józefów Roztoczański,50.5184096,23.0396111
Klemensów,50.6978668,23.0387828
Wólka Niedzieliska,50.7087532,23.087002
Łeba,54.7559677,17.5534151
Waliły,53.1081538,23.6511505
Sokole Białostockie,53.0831738,23.514845
Żednia,53.0880383,23.4732183
Białystok Fabryczny,53.140097,23.1844031
Włoszakowice,51.9334168,16.3724651
Krasnystaw,50.9736097,23.1847872
Tychy Miasto,50.1357681,18.9641781
Lubycza Królewska,50.3397838,23.5300758
Hrebenne,50.298362,23.5760934
Siedliska Tomaszowskie,50.2615995,23.5543712
Werchrata,50.2480592,23.4881908
Dziewięcierz,50.2178297,23.4328187
Wielowieś,51.5996379,18.0871944
Studzianka,49.8551266,19.9012956
Dąbrowa Górnicza Pogoria,50.3506353,19.2410955
Cierpice,52.988795,18.4693092
Wolin,53.8487048,14.6095971
Nowogard,53.6662947,15.1210508
Płoty,53.8082446,15.2613164
Gryfice,53.9149422,15.1917473
Trzebiatów,54.0603936,15.2774397
Zduńska Wola Karsznice,51.5890163,18.9947256
Jasło Fabryczne,49.7462827,21.5112733
Szebnie,49.7561087,21.6155847
Wojaszówka,49.7763119,21.6591111
Przybówka,49.7987893,21.6474489
Frysztak,49.8315538,21.6181809
Wiśniowa,50.3030556,16.5480556
Kalembina,49.8692377,21.6853476
Markuszowa,49.8740403,21.7056871
Dobrzechów,49.8728585,21.7436593
Strzyżów n/Wisłokiem,49.8692459,21.8019518
Zaborów,52.26224,20.67964
Zaborów Błonia,49.9244146,21.8194229
Czudec,49.9403101,21.8333148
Babica Kolonia,49.9335994,21.8688976
Babica,54.2014254,19.4411124
Wisłoczanka,49.9517831,21.91484
Ustka,54.578885,16.8609002
Mława Miasto,53.1081341,20.3644444
Karsin,53.8965264,17.9311551
Bąk,53.9442456,18.0264321
Olpuch,54.0106722,18.0217035
Podleś,54.0777718,18.0041456
Rytel,53.7482309,17.7251246
Steknica,54.7149487,17.5821081
Wrzeście,54.6783998,17.6680863
Lędziechowo,54.6452295,17.6816288
Garczegorze,54.5893072,17.7030569
Nowa Wieś Lęborska,54.5583786,17.7216768
Lębork Nowy Świat,54.5454345,17.7344576
Komańcza,49.3389488,22.0724508
Komańcza Letnisko,49.3462792,22.0806184
Rzepedź,49.371741,22.1120516
Szczawne Kulaszne,49.4072176,22.1429552
Wysoczany,49.4358565,22.1513909
Mokre Małopolskie,49.4474945,22.1675486
Morochów,49.4621143,22.1868924
Czaszyn,49.4590111,22.2195724
Tarnawa Dolna,49.4797425,22.2599737
Zagórz,49.5136571,22.2645083
Nowy Zagórz,49.5211711,22.2591372
Sanok,49.5527732,22.2114867
Sanok Miasto,49.5559375,22.1985854
Sanok Dąbrówka,49.5690608,22.1594931
Nowosielce,49.562383,22.0856166
Długie,52.4108333,19.2188889
Zarszyn,49.5841665,22.0195565
Besko,49.5905498,21.9562237
Milcza,49.6055945,21.9027115
Wróblik Szlachecki,49.613564,21.8784325
Widacz,49.6325134,21.8465675
Targowiska,49.6495249,21.8218508
Krosno Miasto,49.6826204,21.773001
Krosno,49.6938071,21.7651511
Krosno Polanka,49.7019564,21.7222349
Krosno Turaszówka,49.7092574,21.6983204
Jedlicze,49.7190286,21.647978
Jedlicze Męcinka,49.726138,21.6260304
Tarnowiec,50.7237448,16.8006021
Gliniczek,49.7369997,21.538517
Ostaszewo Toruńskie,53.1056656,18.6272263
Toporów,51.9827778,19.7619444
Karolinówka,51.1898648,23.5506604
Ruda-Huta,51.2357998,23.5929545
Ruda-Opalin,51.2478861,23.6010979
Uhrusk Przystanek,51.2959642,23.6189318
Uhrusk,51.3196303,23.6193062
Majdan Stuleński,51.3552532,23.6065281
Stulno,51.3762933,23.6121983
Sobibór,51.4441652,23.5970787
Okuninka Białe,51.4916168,23.5898748
Włodawa,51.5161997,23.5858108
Busko-Zdrój,50.4619429,20.6853416
Medzilaborce,inf,inf
Medzilaborce Mesto,inf,inf
Łupków,49.2472345,22.059131
Nowy Łupków,49.2524172,22.0829553
Osławica,49.2784017,22.0741374
Łubiana,54.1148169,17.8666071
Lipusz,54.0967518,17.7803879
Dziemiany Kaszubskie,54.0114862,17.7752547
Lubnia,53.9356093,17.7423135
Brusy,53.8823039,17.7279754
Męcikał,53.832299,17.671152
Zakrzewo Złotowskie,53.4164126,17.1407908
Wędrzyn,52.4483431,15.1981797
Konin Zachód,52.2368188,18.2221149
Kawnice,52.249843,18.1509343
Spławie,52.2577115,18.0910722
Cienin Kościelny,52.2700504,18.0096163
Cienin,52.272545,17.9661231
Słupca,52.2874158,17.8520524
Strzałkowo,52.3106824,17.8058597
Wólka,49.8966298,22.4227442
Otoczna,52.3253308,17.6915145
Gutowo Wielkopolskie,52.3324062,17.6438574
Nieszawka,52.65914,17.00263
Orzesze Miasto,50.141711,18.7751066
Łaziska Średnie,50.130042,18.8678439
Pszczew,52.4792371,15.7783386
Ciechanów Przemysłowy,52.8636124,20.6165293
Gołotczyzna,52.7847453,20.6816774
Gąsocin,52.738925,20.7202193
Kałęczyn,53.2304681,22.2304918
Świercze,50.6022107,19.6114693
Jackowo Dworskie,52.6456569,20.7792488
Kątne,52.6081345,20.7631005
Narzym,53.1876951,20.2584192
Iłowo,53.1649882,20.2942109
Wyszyny,53.0608442,20.3923199
Stupsk Mazowiecki,53.0217161,20.4334201
Konopki,52.9956441,20.4606912
Krośnice Mazowieckie,52.9676399,20.4910729
Czeruchy,52.9367345,20.505317
Spała,51.5523781,20.1352843
Policko,50.9443012,16.6211794
Szprotawa,51.5697842,15.5425757
Krak.Prb Gt. Odjazd.,inf,inf
Kraków Podgórze P2,50.0407969,19.958844150943
Olpuch Wdzydze,54.0283529,18.0175013
Kramsk,52.2451849,18.4766921
Budki Nowe,52.2444263,18.5634546
Barłogi,52.2158883,18.7678751
Turzynów,52.2304703,19.0258668
Krzewie,52.2354639,19.166831
Nowe Kutnowskie,52.2377483,19.226612
Włocławek Brzezie,52.6963658,18.9647868
Warszawa Praga WPT J,inf,inf
Przysieki,49.7329826,21.3938577
Skołyszyn,49.7451133,21.3392586
Siepietnica,49.754506,21.296874
Libusza,49.7119495,21.2409946
Gorlice Glinik,49.6722264,21.1738655
Gorlice,49.6634514,21.1625883
Pruszków,52.1626141,20.8080199
Piastów,52.1855923,20.8478232080481
Warszawa Ursus Niedźwiadek,52.1913242,20.8696007
Warszawa Ursus,52.1964444,20.8853672
Warszawa Włochy,52.206229,20.9150217
Zwierzyniec Towarowy,50.594714,22.9958814
Twardogóra,51.3605368,17.4691712
Opole Chmielowice,50.6447826,17.8669866
Opole Borki,50.7425203,17.8821606
Opole Czarnowąsy,50.7164289,17.9031749
Guben,51.9509817,14.7272814
Gubin,51.9509817,14.7272814
Krosno Odrzańskie,52.03191,15.0939173
Szczecin Gumieńce,53.3978154,14.4947427
Czarne,53.68353,16.94221
Bińcze,53.6601247,17.1293836
Człuchów,53.6574941,17.3710182
Kraków Prokocim PRD GT P-Tranz,inf,inf
Hanulin,51.3046999,17.9931001
Szczecin Pogodno,53.4431552,14.5057625
Wiekowo,54.3042749,16.3881209
Sycewice,54.4146613,16.8501003
Milanówek,52.1249469,20.667668
Brwinów,52.1415984,20.718095
Parzniew,52.1564582,20.7631405
Garwolin,51.9010998,21.5539926
Szczecin Wstowo,53.39203645,14.5220583439174
